ID,Name,lv01_BorderDist,lv01_PlayDist,lv12_BorderDist,lv12_PlayDist,textureLod,draw_BorderDist,draw_PlayDist,shadowDraw_BorderDist,shadowDraw_PlayDist,motionBlur_BorderDist,motionBlur_PlayDist,type,lodCrossFadeEnable,dummy,lodCrossFadeTime,reserve,
0,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
1,,80,2,2000,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
2,,30,2,2000,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
3,,-1,2,-1,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
4,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
5,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
6,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
7,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
8,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
9,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
10,,10,2,40,4,1,50,2,15,2,20,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
11,,20,2,50,4,1,80,2,30,2,40,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
12,,60,3,100,6,1,120,2,50,2,60,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
13,,80,4,160,8,1,200,2,100,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
14,,400,8,600,10,1,9999,2,9999,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
15,,20,2,50,4,1,80,1,10,2,10,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
16,,10,2,40,4,1,9999,2,15,2,20,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
17,,20,2,50,4,1,9999,2,30,2,40,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
18,,60,3,100,6,1,9999,2,50,2,60,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
19,,80,4,160,8,1,9999,2,100,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
20,,400,8,600,10,1,9999,2,9999,2,80,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
21,,20,2,50,4,1,120,2,20,2,50,1,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
22,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
23,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
24,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
25,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
26,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
27,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
28,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
29,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
30,,10,2,40,4,1,25,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
31,,20,2,50,4,1,50,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
32,,30,2,60,4,1,75,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
33,,40,2,70,4,1,100,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
34,,50,2,80,4,1,150,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
35,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
36,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
37,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
38,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
39,,30,2,60,4,1,9999,2,9999,2,9999,2,0,1,[0|0],0.2,[0|0|0|0|0|0|0|0|0|0|0|0]
